번호,도로명우편번호,도로명전체주소,인허가일자,영업상태명,폐업일자,사업장명,좌표번호 x,좌표번호y
5654,61406,광주광역시 동구 필문대로 130-1 (산수동),1996-11-30,영업/정상,,영재애견종합병원,35.1590862,126.9278181
5655,,광주광역시 동구 중앙로 150 (호남동),2001-05-30,영업/정상,,신세계 동물병원,35.14752172,126.9097018
5656,,광주광역시 동구 의재로 27 (학동),2003-11-06,영업/정상,,황제 동물병원,35.1328823,126.9280821
5657,61464,광주광역시 동구 남문로 675 (학동),2016-06-02,영업/정상,,광주 한사랑동물병원,35.13087098,126.9261008
5658,61402,"광주광역시 동구 중앙로 358, 상가동 149호 (계림동, 금호계림주상복합)",2016-10-06,영업/정상,,튼튼동물병원,35.16378836,126.9173514
5659,42438,대구광역시 남구 봉덕로 89 (봉덕동),2000-06-14,영업/정상,,현대동물병원,35.84494082,128.5975011
5660,42438,대구광역시 남구 봉덕로 83 (봉덕동),2000-09-05,영업/정상,,이천종합동물병원,35.84499097,128.5968747
5661,42450,대구광역시 남구 대명로 230 (대명동),2005-06-14,영업/정상,,대흥동물병원,35.8409608,128.5791855
5662,42430,"대구광역시 남구 중앙대로 150, 1층 (봉덕동)",2007-08-29,영업/정상,,독사랑동물병원,35.84662084,128.5879663
5663,42481,대구광역시 남구 대명로 121 (대명동),2008-06-27,영업/정상,,리더스동물병원,35.83971991,128.5679606
5664,42441,대구광역시 남구 봉덕로 84 (봉덕동),2008-08-04,영업/정상,,우리동물병원,35.84454698,128.5967818
5665,42444,대구광역시 남구 대덕로 149 (봉덕동),2012-01-11,영업/정상,,알프스동물병원,35.84112548,128.596484
5666,,대구광역시 수성구 동대구로 36 (지산동),2011-10-13,영업/정상,,대구동물메디컬센터,35.83357214,128.6214148
5667,42198,대구광역시 수성구 지범로39길 11 (범물동),2011-12-28,영업/정상,,베트문동물병원,35.82052072,128.639229
5668,42068,대구광역시 수성구 달구벌대로 2644 (만촌동),2012-02-10,영업/정상,,조은동물의료원,35.85623148,128.6479091
5669,42256,대구광역시 수성구 달구벌대로 3144 (노변동),2017-07-21,영업/정상,,펫 동물병원,35.84184422,128.6979895
5670,42198,"대구광역시 수성구 용학로 294 (범물동, 덕암빌딩 2층)",2012-04-27,영업/정상,,멘토동물병원,35.82172306,128.6378952
5671,42168,"대구광역시 수성구 무학로 41, 1층 (상동)",2013-04-22,영업/정상,,스위스동물병원,35.8298836,128.6103585
5672,42080,대구광역시 수성구 청호로 484 (만촌동),2013-12-03,영업/정상,,세인트동물병원,35.85799369,128.6421609
5673,42271,대구광역시 수성구 달구벌대로 3249 (신매동),2014-02-12,영업/정상,,그랜드벳동물병원,35.83900005,128.7088817
5674,42255,"대구광역시 수성구 달구벌대로 3116-1, 1층 (시지동)",2014-04-28,영업/정상,,y동물병원,35.84265636,128.6950114
5675,42009,대구광역시 수성구 들안로 412 (범어동),2014-05-16,영업/정상,,로얄동물병원,35.86687285,128.6155408
5676,42016,대구광역시 수성구 들안로 354 (수성동4가),2014-06-18,영업/정상,,곰아저씨 동물병원,35.86163625,128.615139
5677,42140,대구광역시 수성구 동대구로 207 (황금동),2014-06-27,영업/정상,,예스동물병원,35.84901897,128.6215622
5678,42069,대구광역시 수성구 달구벌대로 2660(만촌동),2015-02-13,영업/정상,,에피소드 동물병원,35.85549923,128.6494596
5679,42017,대구광역시 수성구 달구벌대로 2367 (수성동4가),2015-02-17,영업/정상,,따뜻한 on동물병원,35.85997654,128.6187592
5680,42140,대구광역시 수성구 동대구로 247 (범어동),2015-04-10,영업/정상,,스마트동물병원,35.85262629,128.6219686
5681,42149,대구광역시 수성구 청수로 101 (황금동),2015-08-20,영업/정상,,마루동물병원,35.84076207,128.6164642
5682,42115,대구광역시 수성구 달구벌대로 2354 (수성동3가),2018-03-23,영업/정상,,범어동물의료센터,35.85930976,128.6170189
5683,41946,대구광역시 중구 국채보상로 724 (동인동4가),1990-05-21,영업/정상,,동인동물병원,35.86845685,128.6067457
5684,41924,"대구광역시 중구 달성공원로 35, 달성공원 (달성동)",2017-12-22,영업/정상,,달성공원 동물병원,35.87386259,128.5747857
5685,42470,대구광역시 남구 두류공원로 18-2 (대명동),1981-08-24,영업/정상,,남부동물병원,35.84032711,128.5723262
5686,41967,대구광역시 중구 중앙대로 333 (남산동),1998-10-09,영업/정상,,고려애견종합병원,35.86286689,128.5899506
5687,41958,대구광역시 중구 달구벌대로 2114 (봉산동),2003-06-19,영업/정상,,중부동물병원,35.86494824,128.5918626
5688,41942,대구광역시 중구 달구벌대로 2145-1(삼덕동1가),2004-12-02,영업/정상,,삼덕종합동물병원,35.86480017,128.5955553
5689,41934,대구광역시 중구 서성로 34 (남성로),2005-03-08,영업/정상,,동산동물병원,35.86963182,128.5845629
5690,41952,대구광역시 중구 동덕로 56-3 (대봉동),2011-02-15,영업/정상,,오원석 황금동물병원,35.859996,128.6017464
5691,41950,대구광역시 중구 대봉로 278 (대봉동),2013-07-24,영업/정상,,대구축산 동물병원,35.8634227,128.5969778
5692,41927,"대구광역시 중구 달구벌대로 1975 (대신동, 태왕아너스스카이 상가 101호, 102호, 103호)",2015-03-20,영업/정상,,대구S동물병원,35.86512001,128.5768587
5693,41952,대구광역시 중구 동덕로8길 2 (대봉동),2018-03-21,영업/정상,,원동물병원,35.85852049,128.6025561
5694,42030,대구광역시 수성구 범어로 118 (범어동),1995-02-28,영업/정상,,범어동물병원,35.8600642,128.6330305
5695,42189,대구광역시 수성구 지산로 41 (지산동),1998-04-03,영업/정상,,정동물병원,35.82577573,128.6291256
5696,,대구광역시 수성구 달구벌대로 2259 (수성동4가),2002-04-04,영업/정상,,사랑동물병원,35.86110966,128.6071742
5697,,대구광역시 수성구 화랑로 102 (만촌동),2002-05-21,영업/정상,,선동물병원,35.8726933,128.6349952
5698,42154,"대구광역시 수성구 수성로 185, 상가201동 116호 (중동, 수성 골드클래스 더 센텀)",2002-07-26,영업/정상,,나라동물병원,35.84249241,128.6085247
5699,,대구광역시 수성구 동대구로 24 (지산동),2003-10-28,영업/정상,,두산메디펫동물병원,35.83227168,128.621158
5700,,대구광역시 수성구 지범로 89 (지산동),2002-01-18,영업/정상,,지산동물병원,35.82587082,128.6289063
5701,42037,"대구광역시 수성구 동원로 152, 지하1층 (만촌동)",2004-03-15,영업/정상,,금강동물병원,35.87190352,128.6329081
5702,,대구광역시 수성구 달구벌대로 2475 (범어동),2004-09-07,영업/정상,,제니스동물병원,35.85925365,128.6305404
5703,42511,대구광역시 남구 신촌길 101 (봉덕동),2015-07-29,영업/정상,,효성동물병원,35.83878019,128.6012955
5704,42173,대구광역시 수성구 들안로 50 (두산동),2011-06-28,영업/정상,,리즈 동물병원,35.83431038,128.6143256
5705,43010,대구광역시 달성군 구지면 창리로11길 34,2003-01-15,영업/정상,,구지동물병원,35.65895916,128.4083887
5706,42915,대구광역시 달성군 다사읍 달구벌대로 836,2006-07-24,영업/정상,,다사종합동물병원,35.86083992,128.4591652
5707,43003,대구광역시 달성군 현풍읍 비슬로 614-1,2007-11-27,영업/정상,,포산동물병원,35.69279685,128.4375983
5708,43022,대구광역시 달성군 현풍읍 원교길 6,2009-06-29,영업/정상,,달성축산동물병원,35.67456771,128.4428705
5709,43018,"대구광역시 달성군 유가읍 테크노상업로 120, 테크노폴리스 M스퀘어+",2017-10-31,영업/정상,,비슬동물병원,35.69303227,128.4585447
5710,43018,대구광역시 달성군 유가읍 테크노공원로 51,2003-01-15,영업/정상,,현풍동물병원,35.69197679,128.454428
5711,42918,"대구광역시 달성군 다사읍 대실역남로 34, 204호",2017-11-24,영업/정상,,25시 죽곡동물병원,35.8551256,128.4614409
5712,43017,"대구광역시 달성군 현풍읍 테크노중앙대로 243, 타임스퀘어 105, 106호",2018-04-19,영업/정상,,도담동물병원,35.6921357,128.4530358
5713,43008,대구광역시 달성군 현풍읍 국가산단북로 482-22,1996-08-26,영업/정상,,달성축협동물병원,35.66741919,128.4367327
5714,42915,대구광역시 달성군 다사읍 달구벌대로 844,2013-08-28,영업/정상,,힐링동물병원,35.86022061,128.4598211
5715,42955,대구광역시 달성군 화원읍 사문진로 447,2014-05-29,영업/정상,,화원연합동물병원,35.80381961,128.4944868
5716,43014,대구광역시 달성군 유가읍 테크노중앙대로6길 2-4,2016-11-18,영업/정상,,테크노연합 동물병원,35.69729805,128.4538769
5717,42913,"대구광역시 달성군 다사읍 달구벌대로 893, 102호",2016-12-13,영업/정상,,119동물병원,35.85731674,128.4640049
5718,42925,대구광역시 달성군 다사읍 서재로 140,2017-03-07,영업/정상,,서재동물병원,35.87604291,128.4948623
5719,,대구광역시 서구 서대구로 64 (평리동),2005-10-05,영업/정상,,아이펫동물병원,35.86381409,128.5536372
5720,41765,"대구광역시 서구 서대구로 189, 2층 (평리동)",2008-03-17,영업/정상,,평리동물병원,35.87493673,128.5517142
5721,41801,대구광역시 서구 국채보상로 407 (비산동),2001-03-06,영업/정상,,진동물병원,35.87219396,128.5726924
5722,,대구광역시 서구 서대구로 136 (평리동),2005-03-21,영업/정상,,페츠업 동물병원,35.87006904,128.5524602
5723,,대구광역시 서구 달서로 165 (비산동),1992-07-04,영업/정상,,보경동물병원,35.87707166,128.5680935
5724,41710,"대구광역시 서구 서대구로 361, 2층 (비산동)",2015-10-13,영업/정상,,더펫동물병원,35.88910047,128.5577277
5725,39433,경상북도 구미시 인동5길 6 (인의동),2003-04-09,영업/정상,,사랑동물병원,36.10382419,128.4192561
5726,39295,경상북도 구미시 신시로 60 (형곡동),2004-02-11,영업/정상,,형곡동물병원,36.11313817,128.3367637
5727,39116,"경상북도 구미시 선산읍 선산대로 1560-5, 1층",2005-06-17,영업/정상,,구미칠곡축산농협동물병원,36.25340152,128.3049713
5728,39255,"경상북도 구미시 구미대로22길 11, 롯데마트구미점 (신평동)",2005-12-22,영업/정상,,쿨펫동물병원 구미점,36.11378805,128.3623961
5729,39232,경상북도 구미시 송원서로2길 29 (원평동),2006-12-26,영업/정상,,강남동물병원,36.12308794,128.3434077
5730,39398,경상북도 구미시 인동남길 66 (진평동),2007-07-19,영업/정상,,베스트동물병원,36.10015455,128.4213444
5731,39184,경상북도 구미시 산호대로31길 10 (옥계동),2010-04-07,영업/정상,,구미옥계동물병원,36.1370932,128.4195191
5732,38622,경상북도 경산시 중앙로19길 26 (중방동),1987-08-17,영업/정상,,초원동물병원,35.82594733,128.7331872
5733,38560,경상북도 경산시 자인면 자인로 193-1,1990-03-06,영업/정상,,자인동물병원,35.81601197,128.8204556
5734,38619,경상북도 경산시 경안로42길 7 (중방동),1992-11-23,영업/정상,,경산동물병원,35.82610442,128.7348716
5735,38611,경상북도 경산시 경안로 263 (중방동),1998-10-30,영업/정상,,영대동물병원,35.83091256,128.732283
5736,38618,경상북도 경산시 경안로38길 14 (중방동),2001-12-01,영업/정상,,김영복수의과병원,35.82552638,128.7351639
5737,38655,경상북도 경산시 강변서로51길 6 (정평동),2004-02-12,영업/정상,,정평동물병원,35.83021326,128.7282179
5738,38620,경상북도 경산시 경안로 226 (중방동),2005-01-04,영업/정상,,고은동물병원,35.82771149,128.7338219
5739,38417,경상북도 경산시 하양읍 조산천동길 48,2006-05-11,영업/정상,,강북동물병원,35.91676654,128.8181127
5740,37313,경상북도 의성군 안계면 안계길 127-1,1965-10-19,영업/정상,,협동,36.38364042,128.4353011
5741,37335,경상북도 의성군 의성읍 문소3길 95-2,1983-05-07,영업/정상,,경의,36.35450999,128.6912522
5742,37342,경상북도 의성군 의성읍 중앙길 44-1,1995-01-05,영업/정상,,의성동물병원,36.34828612,128.6944969
5743,37303,경상북도 의성군 다인면 다인장길 17-1,1995-04-26,영업/정상,,중앙,36.44992952,128.3527037
5744,38528,경상북도 경산시 대학로 315 (조영동),2016-05-09,영업/정상,,영대연합동물병원,35.83857087,128.7527114
5745,38676,"경상북도 경산시 성암로21길 3-7 (옥산동, 동현빌)",2002-11-18,영업/정상,,가나종합동물병원,35.82469225,128.7248408
5746,38621,경상북도 경산시 경안로 249 (중방동),2016-12-13,영업/정상,,우리집동물병원,35.82961949,128.7324741
5747,38412,경상북도 경산시 와촌면 동강길 26,2016-12-23,영업/정상,,다원동물병원,35.95473078,128.8289129
5748,38536,경상북도 경산시 압량면 화랑로 290,2017-02-23,영업/정상,,함께하는 동물병원,35.84030739,128.7603023
5749,38671,경상북도 경산시 성암로9길 7 (옥산동),2017-03-20,영업/정상,,진량동물병원,35.82342278,128.7186305
5750,38412,경상북도 경산시 와촌면 삽살개공원길 37,2018-01-30,영업/정상,,경산의 삽살개육종연구소,35.95231735,128.7995803
5751,38435,경상북도 경산시 하양읍 대경로 764,2018-04-10,영업/정상,,최우식 동물병원,35.91285499,128.8205462
5752,38662,"경상북도 경산시 펜타힐즈로 74, 힐즈스퀘어 201호 (중산동)",2018-04-19,영업/정상,,중산 메디컬 동물병원,35.83010805,128.7169899
5753,38418,경상북도 경산시 하양읍 하양로 223,2018-07-06,영업/정상,,한결같은 동물병원,35.91844443,128.8269159
5754,38568,경상북도 경산시 용성면 육동로 732,2009-10-12,영업/정상,,더그린 컨설팅&크리닉,35.77059371,128.9165817
5755,38676,경상북도 경산시 성암로21길 3-11 (옥산동),2010-08-02,영업/정상,,행복한 동물병원,35.82457698,128.7244942
5756,38622,경상북도 경산시 경안로 211 (중방동),2011-05-25,영업/정상,,제일동물병원,35.8263335,128.7334956
5757,38611,경상북도 경산시 중방로 9 (중방동),2012-05-10,영업/정상,,유한동물병원,35.83030729,128.7322938
5758,38549,경상북도 경산시 자인면 계정길 67,2012-05-24,영업/정상,,경산축산농협 동물병원,35.81848496,128.8151532
5759,38600,경상북도 경산시 백자로 71 (사동),2015-03-27,영업/정상,,기운찬 동물병원,35.81237412,128.7519969
5760,38501,경상북도 경산시 대정길 37-1 (대정동),2015-09-22,영업/정상,,우리동물병원,35.8450183,128.7321904
5761,38436,경상북도 경산시 하양읍 대학로305길 51-13,2015-12-16,영업/정상,,늘봄동물병원,35.91042736,128.8148154
5762,38583,경상북도 경산시 박물관로 17(사동),2014-09-25,영업/정상,,동부동물병원,35.81620321,128.758009
5763,38661,경상북도 경산시 경산로 227 (중산동),2014-10-29,영업/정상,,더샵 동물병원,35.82832393,128.7211114
5764,38877,경상북도 영천시 금호읍 금호로 118,2009-05-28,영업/정상,,미래연합동물병원,35.9315185,128.8717671
5765,38859,경상북도 영천시 호국로 65 (야사동),2011-06-17,영업/정상,,영천동물병원,35.97394239,128.9419781
5766,38855,경상북도 영천시 호국로 15 (문외동),2016-05-03,영업/정상,,누리동물병원,35.9717513,128.9370812
5767,38877,"경상북도 영천시 금호읍 교대5길 35, 1층",2016-10-05,영업/정상,,알프스동물병원,35.93360958,128.8734387
5768,38839,경상북도 영천시 장수로 58 (화룡동),2011-12-30,영업/정상,,대운 동물병원,35.96597994,128.9153915
5769,38823,"경상북도 영천시 선창길 11, 1층 (도림동)",2012-02-27,영업/정상,,아진동물병원,36.01843872,128.9270627
5770,38843,경상북도 영천시 서문길 25 (성내동),1996-05-11,영업/정상,,성 수의과병원,35.96428136,128.9221115
5771,38852,경상북도 영천시 충효로 56-1 (문외동),1999-05-27,영업/정상,,한솔동물병원,35.972203,128.9329049
5772,38893,경상북도 영천시 완산로 4-25 (완산동),2005-06-28,영업/정상,,대관령가축병원,35.95920085,128.9375879
5773,38889,경상북도 영천시 시장4길 41-1 (완산동),1995-07-15,영업/정상,,우리동물병원,35.96471483,128.9353399
5774,38894,경상북도 영천시 완산로 40(완산동),1998-10-28,영업/정상,,제일가축병원,35.96374847,128.9364889
5775,,경상북도 영천시 호국로 17 (문외동),2005-06-23,영업/정상,,영천축협동물병원,35.9720751,128.9372839
5776,38854,경상북도 영천시 호국로 28 (야사동),2005-06-28,영업/정상,,양수의과병원,35.97202158,128.9384084
5777,38843,경상북도 영천시 최무선로 233 (성내동),2017-01-26,영업/정상,,우진동물병원(출장진료전문병원),35.96443885,128.9233532
5778,38878,"경상북도 영천시 금호읍 교대용대길 6, 1층",2017-12-11,영업/정상,,팔공동물병원(출장진료전문),35.93358767,128.8685083
5779,,경상북도 김천시 양금로 195 (황금동),2008-04-29,영업/정상,,백두동물병원,36.11174493,128.1197012
5780,21545,"인천광역시 남동구 남동대로 912, 1층, 지하1층 (간석동)",2012-12-21,영업/정상,,독스동물병원,37.46377477,126.7055906
5781,21679,"인천광역시 남동구 논고개로 71 (논현동, 가산타워 104호)",2013-06-11,영업/정상,,우리집동물병원,37.39802273,126.7239366
5782,21551,인천광역시 남동구 구월로 159 (간석동),2014-04-30,영업/정상,,파스텔LC동물병원,37.45710806,126.7053984
5783,21555,"인천광역시 남동구 남동대로799번길 34, 판매시설동 3층 C307~315호 (구월동, 신영구월지웰시티푸르지오)",2014-05-09,영업/정상,,인천 24시 스카이동물메디컬센터,37.45426394,126.7042157
5784,21567,인천광역시 남동구 문화서로3번길 7 (구월동),2014-05-15,영업/정상,,보람동물병원,37.44596903,126.6919617
5785,21674,인천광역시 남동구 소래역남로16번길 75 (논현동),2014-10-23,영업/정상,,소래동물병원,37.39983709,126.730116
5786,21610,"인천광역시 남동구 서창남순환로 2, 2층 (서창동)",2015-02-05,영업/정상,,보듬동물병원,37.42444713,126.7474617
5787,21673,"인천광역시 남동구 앵고개로 928, 109호 (논현동)",2015-04-28,영업/정상,,우리애동물병원,37.40178641,126.7310571
5788,21505,"인천광역시 남동구 석산로 35, 112, 113-1호 (간석동)",2015-06-25,영업/정상,,정서동물병원,37.46248482,126.6944006
5789,21583,인천광역시 남동구 인하로 608 (구월동),2015-07-07,영업/정상,,애니힐동물병원,37.44264766,126.7113844
5790,21524,인천광역시 남동구 만수서로 60 (만수동),2015-10-06,영업/정상,,메이동물병원,37.4614305,126.7298121
5791,21614,"인천광역시 남동구 서창남로 71, 101,102호 (서창동)",2017-02-21,영업/정상,,물빛동물병원,37.42554869,126.7455919
5792,21558,"인천광역시 남동구 인주대로591번길 64, 타원벨라움 205호 (구월동)",2018-02-08,영업/정상,,찬샘동물병원,37.45303995,126.7003034
5793,,인천광역시 남동구 구월로 364 (만수동),1991-07-13,영업/정상,,젬마동물병원,37.45479884,126.7282074
5794,21518,인천광역시 남동구 백범로 260 (간석동),1992-10-21,영업/정상,,세우리동물병원,37.46111618,126.7176835
5795,21593,"인천광역시 남동구 담방로 52-1, 1층 (만수동)",1998-04-16,영업/정상,,만수동물병원,37.44429737,126.7361304
5796,,인천광역시 남동구 백범로 400 (간석동),2005-04-04,영업/정상,,마이펫 동물병원,37.46753725,126.7039844
5797,,인천광역시 남동구 만수로 25 (만수동),2005-02-21,영업/정상,,좋은 친구들 동물병원,37.45922206,126.7285156
5798,21503,인천광역시 남동구 백범로 469 (간석동),2005-08-25,영업/정상,,동암동물병원,37.46828201,126.6960836
5799,21535,인천광역시 남동구 구월로 314 (만수동),2007-06-18,영업/정상,,행복한 동물병원,37.45527282,126.7226173
5800,,"인천광역시 남동구 남동대로 737 (구월동,1층)",2008-04-14,영업/정상,,소망동물병원,37.44816394,126.7042153
5801,21545,"인천광역시 남동구 남동대로 910, 동성빌딩 1층 (간석동)",2008-05-01,영업/정상,,인천24시유앤미동물병원,37.46356796,126.7055732
5802,21674,"인천광역시 남동구 소래역남로16번길 75,  B103-2호 (논현동)",2008-06-12,영업/정상,,논현동물병원,37.39983709,126.730116
5803,21659,"인천광역시 남동구 은봉로312번길 29-14, 101호 (논현동)",2009-02-27,영업/정상,,강아지와고양이나라 동물병원,37.40451038,126.722817
5804,,"인천광역시 남동구 백범로 457, 105~107호 (간석동,성우네오빌)",2009-06-16,영업/정상,,D&C동물병원,37.46788504,126.6973012
5805,21500,"인천광역시 남동구 경원대로 971, 2층 (간석동, 홈플러스)",2009-06-30,영업/정상,,도그플러스동물병원,37.46955404,126.6861244
5806,,인천광역시 남동구 문화로 65 (구월동),2009-09-30,영업/정상,,동물의왕국 동물병원,37.44491996,126.6958451
5807,21653,"인천광역시 남동구 논현남로 19, 101,102호 (논현동)",2009-12-15,영업/정상,,해피동물병원,37.40331532,126.7196377
5808,21556,"인천광역시 남동구 남동대로 757, 2층 (구월동)",2018-03-26,영업/정상,,웰동물메디컬센터,37.45025302,126.704216
5809,21519,"인천광역시 남동구 백범로 232, 1,2층 (만수동)",2018-03-28,영업/정상,,루이스24시동물병원,37.46068469,126.7208229
5810,21543,인천광역시 남동구 구월로 317 (만수동),2018-06-27,영업/정상,,길동물병원,37.45568453,126.7230775
5811,21594,인천광역시 남동구 장승로 24 (만수동),2002-12-13,영업/정상,,해맑은동물병원,37.44563843,126.7324843
5812,21552,"인천광역시 남동구 구월로 65 (간석동, 현대홈타운 102동 상가104호)",2003-01-22,영업/정상,,덕수동물병원,37.45810717,126.6950302
5813,,인천광역시 남동구 만수로 10 (만수동),2003-03-18,영업/정상,,하태흥반려동물의료센터,37.45811298,126.7276617
5814,21543,"인천광역시 남동구 만경로18번길 6 (만수동, 105호)",2005-11-08,영업/정상,,신세계동물병원,37.45685073,126.7247599
5815,,"인천광역시 남동구 남촌동로25번길 11 (남촌동,1층)",2006-08-11,영업/정상,,필종합동물병원,37.43160949,126.7131358
5816,21558,"인천광역시 남동구 예술로 198, CGV 홈플러스 1층 (구월동)",2007-03-13,영업/정상,,백슬동물병원,37.45192985,126.6989975
5817,,인천광역시 미추홀구 소성로 121 (학익동),2010-05-03,영업/정상,,지오동물병원,37.44382833,126.6596442
5818,22182,인천광역시 미추홀구 인주대로 168 (용현동),2004-04-10,영업/정상,,온누리동물병원,37.45575486,126.6526974
5819,22132,인천광역시 미추홀구 주안로 73 (주안동),2004-06-17,영업/정상,,아라종합동물병원,37.4643485,126.6749651
5820,,인천광역시 미추홀구 석정로 400 (주안동),2007-05-08,영업/정상,,주안동물병원,37.46670356,126.6769439
5821,,인천광역시 미추홀구 인주대로 277 (주안동),2007-11-19,영업/정상,,삼성동물종합병원,37.45253739,126.6644507
5822,22186,인천광역시 미추홀구 토금중로 36 (용현동),2012-02-06,영업/정상,,페트로 동물병원,37.45275299,126.6343082
5823,22178,"인천광역시 미추홀구 독배로432번길 3, 1층 (숭의동)",2013-01-15,영업/정상,,브라운동물병원,37.45823351,126.6465138
5824,22201,"인천광역시 미추홀구 소성로 6 (용현동, 홈플러스 인하점 지하1층)",2013-10-29,영업/정상,,아이러브펫동물병원,37.44768585,126.6478862
5825,22202,"인천광역시 미추홀구 한나루로 379 (학익동, 제중빌딩)",2016-02-29,영업/정상,,학익동물병원,37.44194876,126.6601172
5826,22202,인천광역시 미추홀구 소성로 136 (학익동),2016-07-22,영업/정상,,바른동물병원,37.44289756,126.6607566
5827,22188,"인천광역시 미추홀구 독배로 305, 201호 (용현동)",2017-11-14,영업/정상,,하인츠동물병원,37.44746877,126.6469663
5828,22151,"인천광역시 미추홀구 미추홀대로 620, 1층 (주안동)",2018-05-28,영업/정상,,펫홈종합동물병원,37.45267775,126.6773052
5829,22329,인천광역시 중구 제물량로 60-1 (신흥동3가),2005-06-09,영업/정상,,현대동물병원,37.46570999,126.6327224
5830,22322,인천광역시 중구 우현로 51 (내동),2007-02-27,영업/정상,,참 동물병원,37.47184516,126.625514
5831,21920,"인천광역시 연수구 새말로 27, 동남아파트 1층 115호 (연수동)",2017-08-10,영업/정상,,그루동물병원,37.42387009,126.6720233
5832,22002,"인천광역시 연수구 신송로 157-15, 207호 (송도동)",2017-09-05,영업/정상,,베리떼 동물병원,37.39668726,126.6455045
5833,22009,"인천광역시 연수구 컨벤시아대로230번길 42, 송도아라플라자 202호 (송도동)",2018-01-16,영업/정상,,닥터정 동물병원,37.38817676,126.6319535
5834,22216,인천광역시 미추홀구 미추홀대로 533 (주안동),2015-07-14,영업/정상,,닥터파파동물병원,37.44500734,126.6756833
5835,22141,인천광역시 미추홀구 경인로 417-1 (주안동),1988-11-26,영업/정상,,중앙가축병원,37.45832001,126.6837023
5836,,인천광역시 미추홀구 낙섬중로 25 (용현동),1989-12-28,영업/정상,,한국동물병원,37.45076059,126.633801
5837,22186,"인천광역시 미추홀구 낙섬중로 53, 1층 (용현동)",1992-11-07,영업/정상,,안상수동물병원,37.45293844,126.6353308
5838,,인천광역시 미추홀구 경인로354번길 6 (주안동),2011-03-04,영업/정상,,아나파동물병원,37.45819929,126.6762925
5839,,인천광역시 중구 개항로 68 (경동),1994-08-16,영업/정상,,경동동물병원,37.47195701,126.6270557
5840,22318,"인천광역시 중구 우현로90번길 27, 1층 (용동)",2001-10-17,영업/정상,,한양한방동물병원,37.47344337,126.6281862
5841,22372,"인천광역시 중구 운남동로3번길 9, 1층 (운남동)",2004-01-14,영업/정상,,신공항동물병원,37.48867732,126.5304394
5842,,"인천광역시 중구 영종대로 90 (운서동,시에로빌 103호)",2012-03-16,영업/정상,,하늘동물병원,37.49491124,126.4861109
5843,22402,"인천광역시 중구 하늘달빛로 90-27, 동오프라자  2층 207호 (중산동)",2014-07-16,영업/정상,,위드펫동물병원,37.48628207,126.5571463
5844,22397,"인천광역시 중구 자연대로 40, 109호 (중산동, 비젼프라자II)",2017-05-24,영업/정상,,숲속동물병원,37.48897688,126.5572608
5845,22227,"인천광역시 미추홀구 인하로 287, 2층 (주안동)",2003-03-04,영업/정상,,24시 건국 본 동물병원,37.44823864,126.6771169
5846,22545,"인천광역시 동구 송림로 113, 송영빌딩 2층 (송림동)",2011-03-21,영업/정상,,송림동물병원,37.47689239,126.6443241
5847,22531,인천광역시 동구 봉수대로 82 (송림동),2013-04-25,영업/정상,,웰니스 클리닉 동물병원,37.48309029,126.6576741
5848,22558,인천광역시 동구 동산로 78 (송림동),2014-01-02,영업/정상,,동산동물병원,37.47444944,126.6432642
5849,22002,"인천광역시 연수구 컨벤시아대로 100, 602동 143, 144호 (송도동, 현대힐스테이트)",2016-06-20,영업/정상,,미라클 동물병원,37.3942352,126.6444972
5850,21982,"인천광역시 연수구 송도과학로27번길 55, 상가 A동 216호 (송도동, 롯데캐슬캠퍼스타운)",2016-06-23,영업/정상,,디오 동물병원,37.38802788,126.6621773
5851,21972,"인천광역시 연수구 먼우금로 88, 105호 (동춘동, 상산빌딩)",2016-09-27,영업/정상,,드림동물병원,37.40672391,126.6674806
5852,22003,"인천광역시 연수구 센트럴로 194, B동 1층 101호 (송도동, 더샵 센트럴파크2)",2016-12-26,영업/정상,,ACE동물병원,37.39451023,126.6381246
5853,21911,"인천광역시 연수구 학나래로6번길 34, 민선빌딩 2층 (선학동)",1996-07-26,영업/정상,,동물사랑동물병원,37.4245017,126.6950323
5854,21957,인천광역시 연수구 독배로 55(옥련동),2005-03-09,영업/정상,,노성남 동물병원,37.42565382,126.6414804
5855,21997,"인천광역시 연수구 해돋이로 107, E동 10,11호 (송도동, 송도더샵퍼스트월드)",2007-04-16,영업/정상,,주주동물병원,37.39107565,126.64535
5856,21913,인천광역시 연수구 함박로 74-1(연수동),2009-04-06,영업/정상,,신퍼피클럽 동물병원,37.42528424,126.6825856
5857,22014,"인천광역시 연수구 송도국제대로372번길 21, 자연학습관 (송도동)",2018-02-23,영업/정상,,인천광역시 야생동물구조관리센터,37.36728914,126.6341216
5858,21995,"인천광역시 연수구 해돋이로 114, 서운프라자 2층 (송도동)",2018-06-27,영업/정상,,아름다운 동물병원,37.39209953,126.6470299
5859,21975,"인천광역시 연수구 경원대로 184, 이마트 1층 (동춘동)",2009-05-08,영업/정상,,웰니스클리닉 연수점,37.40428249,126.6782552
5860,21972,"인천광역시 연수구 앵고개로 260, 맘모스빌딩 (동춘동)",1999-04-28,영업/정상,,이광수동물병원,37.40772822,126.6693398
5861,21954,"인천광역시 연수구 비류대로 194, 1층 (옥련동)",1999-04-23,영업/정상,,아프리카동물병원,37.42773832,126.653473
