번호,도로명우편번호,도로명전체주소,인허가일자,영업상태명,폐업일자,사업장명,좌표번호 x,좌표번호y
243,3409,"서울특별시 은평구 진흥로 17, 1층 (역촌동)",2015-07-07,폐업,2015-09-16,튼튼동물병원,37.60013796,126.9145103
244,3409,"서울특별시 은평구 진흥로 17, 1층 (역촌동)",2015-09-16,폐업,2016-05-03,튼튼동물병원,37.60013796,126.9145103
245,,,2009-01-30,폐업,2010-03-02,한빛동물병원,37.64796003,126.9259574
246,4737,서울특별시 성동구 독서당로 328 (금호동4가),2013-04-01,폐업,2015-10-01,펫 365 동물병원,37.54790911,127.0223956
247,4572,"서울특별시 중구 청계천로 400, 지하2층 (황학동, 롯데캐슬베네치아)",2013-09-25,폐업,2019-06-30,웰니스 클리닉(청계천점),37.57097784,127.018544
248,,"서울특별시 서초구 강남대로 196 (양재동,구민빌딩 2층)",2002-04-02,폐업,2011-10-31,(주)아크리스동물병원,37.48195073,127.0343783
249,6584,서울특별시 서초구 방배로 232 (방배동),1984-01-09,폐업,2018-08-10,이성환동물병원,37.49394654,126.9872112
250,,서울특별시 서초구 바우뫼로 179 (양재동),1992-04-21,폐업,2017-02-23,이강남동물병원,37.47865773,127.0366987
251,,,2009-04-02,폐업,2011-11-01,쿨펫동물병원,37.60972099,126.9261139
252,3375,서울특별시 은평구 통일로 691 (녹번동),2009-10-16,폐업,2019-03-06,예스동물병원,37.60778176,126.9290157
253,,,2009-11-26,폐업,2010-05-18,펫프렌즈동물병원 은평,,
254,3306,서울특별시 은평구 진관2로 57-7 (진관동),2010-05-18,폐업,2017-04-26,구파발동물병원,37.63517445,126.920891
255,6571,"서울특별시 서초구 서초대로15길 8-10, 동오빌딩 1층 (방배동)",2018-04-09,폐업,2023-02-02,HELP 유기동물 의료센터,37.48716343,126.9877913
256,6764,"서울특별시 서초구 태봉로 62, 네이처프라자 203호 (우면동)",2018-04-24,폐업,2021-09-08,햇살아래 동물병원,37.46404718,127.0221345
257,,"서울특별시 서초구 효령로49길 52 (서초동,지상1층)",2004-05-28,폐업,2006-01-17,엔터펫동물병원,37.48656739,127.0066913
258,,"서울특별시 서초구 강남대로83길 23 (반포동,지상1층)",2004-10-07,폐업,2008-09-30,21세기동물병원,37.50601314,127.0194087
259,,"서울특별시 서초구 서초대로 325 (서초동,지상1층)",2004-12-02,폐업,2006-02-20,예스동물병원,37.49497498,127.0141445
260,,"서울특별시 중랑구 신내로 45, 103호 (신내동)",2011-03-30,폐업,2021-03-17,왈츠동물병원,37.6031734,127.0925875
261,,,2006-09-15,폐업,2008-08-11,쿨펫동물병원,,
262,6553,"서울특별시 서초구 방배로 269, 109호 (방배동, 삼호상가)",2007-07-13,폐업,2014-02-17,한나동물병원,37.49663905,126.984845
263,4721,서울특별시 성동구 행당로1길 23 (금호동1가),2013-04-15,폐업,2016-10-20,신당햇살동물병원,37.55737274,127.0215284
264,4793,서울특별시 성동구 아차산로 75 (성수동2가),2013-09-25,폐업,2019-10-31,성동동물종합병원,37.54580793,127.0499996
265,,"서울특별시 서초구 방배로 269 (방배동,삼호상가 109호)",2002-06-19,폐업,2007-07-11,삼호동물병원,37.49663905,126.984845
266,,"서울특별시 서초구 강남대로83길 23 (반포동,지상1층)",2002-07-03,폐업,2004-01-15,21세기동물병원,37.50601314,127.0194087
267,4793,서울특별시 성동구 아차산로 75 (성수동2가),2013-09-25,폐업,2017-05-30,성동제일동물병원,37.54580793,127.0499996
268,7937,서울특별시 양천구 목동로 231 (신정동),2014-01-14,폐업,2015-01-30,리베동물의료센터,37.52922605,126.860629
269,6575,서울특별시 서초구 사평대로 68 (반포동),2014-09-19,폐업,2017-08-23,치료멍멍 동물의료센터,37.4979823,126.9891885
270,3388,서울특별시 은평구 연서로 162 (대조동),1995-11-18,폐업,2017-12-26,연서동물병원,37.61319823,126.9149819
271,,"서울특별시 서초구 서초중앙로 99 (서초동,1층)",2008-03-20,폐업,2015-07-01,열린동물병원,37.4906078,127.0110602
272,,,2008-04-22,폐업,2011-09-07,주아동물병원,37.50328094,126.9880067
273,,"서울특별시 서초구 고무래로 10-7 (반포동,장성빌딩 1층)",2002-08-26,폐업,2004-05-25,엔터펫동물병원,37.50339335,127.0064904
274,,,2002-08-30,폐업,2003-11-14,동원동물병원,,
275,,"서울특별시 서초구 사평대로45길 10-25 (반포동,반포자이주구중심상가 102,108호)",2010-09-03,폐업,2011-12-07,반포자이동물병원,37.50667826,127.0110491
276,,,2010-09-15,폐업,2012-01-31,에이스동물병원,37.49751808,126.9952175
277,,"서울특별시 서초구 효령로 200 (서초동,문화빌딩 101호)",2003-11-13,폐업,2005-12-29,한강동물병원서초점,37.48280053,127.0031685
278,6691,"서울특별시 서초구 동작대로 36, 1,2층 (방배동, 대광빌딩)",2003-12-15,폐업,2016-07-25,포포즈동물의료센터,37.47967368,126.9792665
279,,,2007-02-14,폐업,2008-03-19,허브종합동물병원,,
280,6502,"서울특별시 서초구 신반포로 49, M-16호 (반포동)",2014-11-21,폐업,2021-07-30,반포한강동물병원,37.50227731,126.9871478
281,6584,서울특별시 서초구 방배로 232 (방배동),2014-11-24,폐업,2019-07-02,헤이븐동물병원 방배서래점,37.49394654,126.9872112
282,6671,"서울특별시 서초구 효령로 229, 108호 (서초동)",2014-12-23,폐업,2018-04-11,아이비동물병원,37.48388852,127.0060912
283,6715,"서울특별시 서초구 방배로 28, 1층 5호 (방배동, 덕산빌딩)",2016-04-28,폐업,2020-03-30,여울동물병원,37.4775679,126.9977874
284,,"서울특별시 서초구 사평대로 130 (반포동,1층 가호)",2000-06-26,폐업,2008-04-29,마이펫동물병원,37.49991791,126.995726
285,,,2000-10-14,폐업,2004-06-24,노아동물병원,,
286,,,1997-01-20,폐업,2008-01-25,예종합동물,,
287,,,1999-01-21,폐업,2004-09-22,역촌동물병원,,
288,,,2005-04-08,폐업,2005-10-24,닥터펫 동물병원,,
289,,,2005-07-26,폐업,2006-05-25,다솜동물병원,,
290,,"서울특별시 양천구 목동서로 170 (목동,한국까르푸 1층)",2005-11-24,폐업,2006-12-21,Dr.Pet 동물병원,37.53032738,126.8703867
291,,,2007-03-21,폐업,2011-04-01,사랑가득동물병원,37.60902916,126.9188399
292,,,2007-06-19,폐업,2010-10-11,참조은동물병원,,
293,,,2007-06-27,폐업,2009-04-02,쿨펫동물병원,37.60972099,126.9261139
294,,,2007-11-15,폐업,2008-08-07,드림펫동물병원,37.61677148,126.920132
295,,서울특별시 서초구 동광로 75 (방배동),2000-05-23,폐업,2014-10-15,방배종합동물병원,37.49307053,126.9877315
296,,,2000-06-08,폐업,2004-03-17,마리오동물병원,,
297,,서울특별시 양천구 목동로 17 (신정동),2006-02-16,폐업,2007-04-12,펫서비스동물병원,37.51066755,126.8681452
298,7937,서울특별시 양천구 목동로 231 (신정동),2012-07-20,폐업,2014-01-13,리베동물 의료센터,37.52922605,126.860629
299,,,2010-05-19,폐업,2011-09-06,펫프렌즈동물병원 은평,37.60035717,126.9173027
300,2117,"서울특별시 중랑구 망우로 247, 1층 (중화동, 로얄스포츠센터)",2016-11-02,폐업,2016-11-22,동물수술전문센터,37.59543523,127.07713
301,8106,서울특별시 양천구 신정로 312 (신정동),2013-01-29,폐업,2018-12-19,푸른들동물병원,37.51323714,126.8526498
302,7923,서울특별시 양천구 월정로 137 (신월동),2013-04-05,폐업,2018-05-03,가스펠동물병원,37.53117707,126.8345638
303,7965,"서울특별시 양천구 등촌로 58, 1,2층 (목동)",2013-05-30,폐업,2018-10-22,하니동물병원,37.53512764,126.8608866
304,7961,"서울특별시 양천구 목동중앙본로1길 5 (목동, 목동2차월드메르디앙 상가 지층 103호)",2013-06-27,폐업,2015-04-01,아람동물병원,37.53849327,126.8675291
305,,,2006-03-29,폐업,2011-01-04,스누피동물병원,37.51845927,127.0098252
306,,서울특별시 서초구 남부순환로333길 42 (서초동),2006-04-19,폐업,2015-01-16,바이오-벳,37.48425419,127.0184571
307,,,2002-12-03,폐업,2003-02-19,예일동물병원,,
308,,서울특별시 서대문구 가좌로 140 (홍은동),2002-11-27,폐업,2007-01-30,홍은동물병원,37.58456433,126.9212985
309,,서울특별시 서대문구 거북골로 13 (홍은동),2003-02-21,폐업,2003-11-18,예일동물병원,37.58061134,126.9230471
310,,,2003-02-24,폐업,2004-01-31,모래내동물병원,,
311,3623,서울특별시 서대문구 세검정로 51 (홍제동),2003-03-03,폐업,2017-04-21,서대문아프리카동물병원,37.59267273,126.9438427
312,2118,서울특별시 중랑구 중랑천로 81 (상봉동),1994-12-03,폐업,2018-06-27,중랑차동물병원,37.59243764,127.0697466
313,2136,서울특별시 중랑구 망우로 266 (상봉동),1996-11-12,폐업,2019-01-21,동부제일동물병원,37.59505614,127.0793083
314,,,1998-02-26,폐업,2005-09-23,비비펫동물병원,,
315,,,2001-03-03,폐업,2003-10-06,제일동물병원,,
316,,,2001-05-02,폐업,2003-11-01,협동가축진료소,,
317,2067,"서울특별시 중랑구 봉화산로 232, B동 1층 (신내동)",2002-02-19,폐업,2014-11-28,행복이있는동물병원,37.6078176,127.0954577
318,,,2002-10-17,폐업,2004-02-26,하나동물병원,,
319,2140,"서울특별시 중랑구 동일로 640, 지하 1층, 4층  (면목동)",2002-12-03,폐업,2023-07-28,24시 동물응급의료센터,37.58751179,127.0773543
320,,,2002-09-04,폐업,2005-06-20,영규동물병원,,
321,3658,"서울특별시 서대문구 연희로 265 (홍은동, 홍암빌딩)",2003-04-12,폐업,2017-02-15,윤선생동물병원,37.58069917,126.9329198
322,,"서울특별시 서초구 신반포로 176 (반포동,지상 1층)",2008-08-13,폐업,2013-06-28,쿨펫동물병원,37.50436369,127.0007311
323,6523,"서울특별시 서초구 신반포로 257, 뉴타운 1층 (잠원동)",2008-08-13,폐업,2018-05-08,임갑미동물병원,37.50962007,127.0103883
324,,서울특별시 서초구 사임당로 97 (서초동),2009-06-03,폐업,2013-04-01,강남서초동물병원,37.49028115,127.0174809
325,,,2003-01-24,폐업,2007-01-22,제일동물병원,37.53835005,127.0467941
326,,,2003-01-24,폐업,2008-11-28,무학동물병원,37.56312932,127.028892
327,,서울특별시 성동구 왕십리로 373 (하왕십리동),2003-01-24,폐업,2009-10-19,영진동물병원,37.56435812,127.0258781
328,,서울특별시 성동구 금호로 47 (금호동4가),2003-01-24,폐업,2013-12-19,현대동물병원,37.54769973,127.0225304
329,,"서울특별시 양천구 신정로 312 (신정동,뉴목동프라자 113호)",2004-09-30,폐업,2006-06-05,하릅강아지 동물병원,37.51323714,126.8526498
330,,,2004-03-16,폐업,2013-01-31,비비펫 동물병원,,
331,,,2003-03-14,폐업,2007-06-18,한마음동물병원,,
332,,,2003-04-07,폐업,2004-07-15,독도동물병원,,
333,3375,"서울특별시 은평구 통일로 691, 2층 (녹번동)",2003-10-16,폐업,2017-02-20,더탑동물병원,37.60778176,126.9290157
334,,,2003-10-29,폐업,2006-12-26,참사랑동물병원,37.58776318,126.9135446
335,4595,"서울특별시 중구 다산로 32, 스포츠센터동 106-2호 (신당동, 남산타운)",2015-02-04,폐업,2020-01-14,그녀의 동물병원,37.54901319,127.0063906
336,4598,"서울특별시 중구 동호로11길 32, 1층 (신당동)",2016-01-04,폐업,2018-09-04,올댓동물병원,37.55392798,127.0062596
337,3388,서울특별시 은평구 연서로 162 (대조동),2017-12-22,폐업,2018-10-26,연서동물종합병원,37.61319823,126.9149819
338,3504,"서울특별시 은평구 수색로 217, 1층 107호 (수색동, 디엠씨 자이1단지(DMC 자이1))",2018-02-05,폐업,2020-01-31,디엠씨(DMC)동물병원,37.57959291,126.8957591
339,,,1975-08-23,폐업,2008-07-31,수색동물병원,,
340,,,1987-04-20,폐업,2005-09-12,갈현동물병원,,
341,,,2003-11-12,폐업,2006-01-12,진영동물병원,,
342,,서울특별시 중랑구 면목로 273 (면목동),2003-11-18,폐업,2005-02-18,제일동물병원,37.57729433,127.082817
343,,서울특별시 중랑구 동일로 678 (면목동),2004-01-06,폐업,2008-02-12,우리들동물병원,37.59081811,127.0775202
344,,,2004-02-26,폐업,2005-03-14,하나동물병원,,
345,,,2005-03-03,폐업,2005-12-05,제일동물병원,,
346,,서울특별시 영등포구 대림로 154 (대림동),1991-11-19,폐업,2004-12-16,와우동물병원,37.49479757,126.8975303
347,,서울특별시 영등포구 여의대방로39길 33-2 (신길동),1993-11-05,폐업,2007-04-10,인성동물병원,,
348,,서울특별시 영등포구 당산로 96 (당산동1가),1994-04-26,폐업,2006-08-30,영등포동물병원,,
349,7382,서울특별시 영등포구 도신로 106 (신길동),1998-08-19,폐업,2019-12-27,도림동물병원,37.50752445,126.9009609
350,,,1999-04-26,폐업,2005-06-13,토론토동물병원,,
351,,,2005-03-14,폐업,2005-06-15,하나동물병원,,
352,2024,"서울특별시 중랑구 신내로 211, 119호 (신내동, 금강리빙스텔)",2005-03-25,폐업,2022-06-14,쥬라기동물병원,37.61632527,127.0897876
353,,,2005-06-17,폐업,2007-07-03,하나동물병원,,
354,,서울특별시 중랑구 동일로96길 33 (면목동),2005-07-07,폐업,2006-01-12,진영동물병원,37.58484004,127.0789901
355,,서울특별시 중랑구 상봉중앙로1길 82 (상봉동),2006-04-14,폐업,2010-05-07,해피데이동물병원,37.59991933,127.0849015
356,,서울특별시 중랑구 용마산로 373 (면목동),2006-05-01,폐업,2006-10-16,다음동물병원,37.58522396,127.0914278
357,7436,서울특별시 영등포구 신길로 42 (신길동),1988-11-14,폐업,2016-11-21,대림동물병원,37.49647689,126.9057371
358,,,2005-09-08,폐업,2008-07-28,모래내동물병원,,
359,,서울특별시 서대문구 거북골로 13 (홍은동),2005-10-27,폐업,2010-07-12,예일동물병원,37.58061134,126.9230471
360,,,2006-03-30,폐업,2008-02-11,대화동물병원,,
361,,,2000-05-29,폐업,2009-05-26,햇살동물병원,,
362,,,2001-03-08,폐업,2009-02-25,재원동물병원,,
363,,,2006-08-01,폐업,2007-08-20,진영동물병원,,
364,,,2007-07-04,폐업,2012-11-23,칸동물병원,,
365,,,2007-08-22,폐업,2008-09-03,진영동물병원,,
366,2117,서울특별시 중랑구 망우로 247 (중화동),2008-06-19,폐업,2023-05-24,로얄동물메디컬센터,37.59543523,127.07713
367,2215,"서울특별시 중랑구 동일로96길 33, 바하피아노학원 (면목동)",2008-09-03,폐업,2020-09-21,진영동물병원,37.58484004,127.0789901
368,,,2001-08-08,폐업,2004-03-09,차지우동물병원,,
369,11901,"경기도 구리시 경춘북로 252, 841동 C150,C170호 (갈매동, 갈매역아이파크)",2018-11-29,폐업,2019-05-01,소망동물의료센터,37.63448539,127.1142836
370,52011,경상남도 함안군 대산면 대산중앙4길 45-3,2018-11-02,폐업,2020-11-06,현대동물병원,35.35189312,128.4251101
371,1304,"서울특별시 도봉구 도봉로 875, 1층 (도봉동)",2018-11-05,폐업,2018-11-12,도담동물병원,37.68267555,127.0426504
372,4029,서울특별시 마포구 월드컵로 44(서교동),2023-01-31,폐업,2023-06-30,우쭈쭈동물건강검진센터 합정점,37.55317552,126.9095067
373,10538,"경기도 고양시 덕양구 중앙로 136, 102호 (화전동)",2018-12-10,폐업,2023-07-11,경서동물병원,37.60077446,126.870017
374,10233,"경기도 고양시 일산서구 탄중로 111, 양우로데오메인타운2 C동 104호 (덕이동)",2019-01-18,폐업,2021-08-20,미래동물병원,37.69291283,126.7544426
375,31016,충청남도 천안시 서북구 성환읍 성환11길 7-4,2019-02-10,폐업,2019-09-03,현대동물병원,36.91699173,127.1260122
376,1308,서울특별시 도봉구 도봉로 791 (도봉동),2019-02-11,폐업,2019-12-26,연동물병원펫샵,37.67498336,127.0413247
377,27663,충청북도 음성군 대소면 신내로 454,2019-01-30,폐업,2021-04-28,중부동물병원,36.97718272,127.5276408
378,16954,"경기도 용인시 기흥구 흥덕2로 85, 101호 102호 201호 (영덕동)",2019-02-19,폐업,2019-03-13,메디스동물의료센터,37.2751258,127.0708769
379,52727,경상남도 진주시 진주대로 850 (주약동),2022-11-11,폐업,2023-01-10,예스동물의료원,35.17663906,128.0896801
380,35243,"대전광역시 서구 둔산북로 175, 1층 112호 (둔산동, 햇님아파트)",2019-02-25,폐업,2023-09-04,다정한 동물병원,36.35629614,127.3897904
381,46301,"부산광역시 금정구 식물원로 11, 2층 (장전동)",2019-02-28,폐업,2022-12-27,휴동물의료센터,35.22384238,129.0838152
382,11127,경기도 포천시 영중면 호국로 3042,2019-01-08,폐업,2019-01-21,팜스플랜동물병원,38.01413502,127.2447904
383,39347,"경상북도 구미시 구미대로 174, 홈플러스 구미광평점 2층 (광평동)",2019-01-10,폐업,2019-04-18,도그플러스동물병원,36.10277094,128.3608832
384,58403,전라남도 영암군 신북면 천동길 112,2019-07-03,폐업,2020-03-31,신성,34.87525578,126.6916847
385,50801,"경상남도 김해시 생림면 봉림로 27, 3층",2022-04-22,폐업,2022-07-26,황수의동물병원,35.32680166,128.8459827
